core_scale,worst_scenario,worst_loss_mm,worst_loss_to_Tier1_pct
0.8,parallel_up,28.928026349877797,17.016486088163408
1.0,parallel_up,24.79213652190498,14.583609718767633
1.2,parallel_up,21.672422855656407,12.748484032739062
