Date,beta0,beta1,beta2,lambda1
2022-10-18,4.256162756351831,0.5699093221891065,-1.1206724704166575,2.6153946544185613
2022-10-19,4.300878153294898,0.528798442997905,-0.72744875472798,2.6153946544185613
2022-10-20,4.370807983894293,0.45211259766730827,-0.5199309458467719,2.6153946544185613
2022-10-21,4.613436858400884,0.21891490633967575,-1.3496368804333838,2.6153946544185613
2022-10-24,4.706740908892208,0.14683714340308907,-1.483709872953894,2.6153946544185613
2022-10-25,4.542260353633945,0.3455117580516319,-1.5913030797259309,2.6153946544185613
2022-10-26,4.463051249000312,0.4351292650002876,-1.629722074841084,2.6153946544185613
2022-10-27,4.389386146890467,0.43727643833356383,-1.6836702088268607,2.6153946544185613
2022-10-28,4.471744774272362,0.4861567684289427,-1.7612220030665582,2.6153946544185613
2022-10-31,4.5320455025812105,0.5015746098132003,-1.7630991317334277,2.6153946544185613
2022-11-01,4.336755663152879,0.6642321494506536,-1.263251458680888,2.6153946544185613
2022-11-02,4.309477826689761,0.7483763370958464,-1.1419654475228216,2.6153946544185613
2022-11-03,4.303585088021955,0.8306662456921876,-1.0351270699277697,2.6153946544185613
2022-11-04,4.490214953750605,0.6517071412425884,-1.4870511567838314,2.6153946544185613
2022-11-07,4.557557423160315,0.631743237903168,-1.4990963306441607,2.6153946544185613
2022-11-08,4.519242615464878,0.7092472708527153,-1.7846558471924212,2.6153946544185613
2022-11-09,4.590349861922626,0.6188326445484564,-2.0004741328261515,2.6153946544185613
2022-11-10,4.4093990582059694,0.6789063717521294,-2.638931405041098,2.6153946544185613
2022-11-14,4.435928947312831,0.7374425572303112,-2.626136177499887,2.6153946544185613
2022-11-15,4.340742377918782,0.8142518778266671,-2.6562302812511307,2.6153946544185613
2022-11-16,4.197091929807014,1.0333736620061411,-2.8411311832759263,2.6153946544185613
2022-11-17,4.20899792510519,1.0366964418555908,-2.5436068681357678,2.6153946544185613
2022-11-18,4.235545396219791,1.0615577465882557,-2.4854932056633596,2.6153946544185613
2022-11-21,4.239530859636016,1.1392166568670972,-2.5223007822952876,2.6153946544185613
2022-11-22,4.115294149869759,1.2250399070761782,-2.4299377260610755,2.6153946544185613
2022-11-23,4.00260885062084,1.3449122808376686,-2.3788340188657373,2.6153946544185613
2022-11-25,4.031869902377226,1.3390499027439198,-2.591107031275833,2.6153946544185613
2022-11-28,3.9940797975544005,1.3587176795961893,-2.4173406306900205,2.6153946544185613
2022-11-29,4.067442570113931,1.2690785513672573,-2.3981860031260487,2.6153946544185613
2022-11-30,4.110005449862001,1.2392229196515143,-2.8674467727978925,2.6153946544185613
2022-12-01,3.943852828414948,1.3524136726270168,-2.9491088402184116,2.6153946544185613
2022-12-02,3.839422996532369,1.4668219344339353,-2.7623231493322558,2.6153946544185613
2022-12-05,3.8435448280137967,1.4862910220173573,-2.378888944596974,2.6153946544185613
2022-12-06,3.75012387328733,1.5740012256037863,-2.459914774179225,2.6153946544185613
2022-12-07,3.6406174969873106,1.6318418963536665,-2.5057603458038415,2.6153946544185613
2022-12-08,3.624476875671248,1.6103506409203128,-2.1303249443364187,2.6153946544185613
2022-12-09,3.7785373837977563,1.4701965837644195,-2.293471359972426,2.6153946544185613
2022-12-12,3.7625201866681293,1.5169791131444965,-2.1579860567214877,2.6153946544185613
2022-12-13,3.743496497115234,1.4642560862782743,-2.505585100800892,2.6153946544185613
2022-12-14,3.7428057027442567,1.4856986040532276,-2.594654738909565,2.6153946544185613
2022-12-15,3.6979523304854465,1.5674163971594148,-2.6457333926718962,2.6153946544185613
2022-12-16,3.7680434216395247,1.407706803786451,-2.6402837113317377,2.6153946544185613
2022-12-19,3.845135121905303,1.3215752180282552,-2.475684926455142,2.6153946544185613
2022-12-20,3.971728381228326,1.1297770417866115,-2.3216263976342346,2.6153946544185613
2022-12-21,3.9823801325558272,1.0686931973431033,-2.3124969147558296,2.6153946544185613
2022-12-22,3.945132817344713,1.145482681724797,-2.272046937380522,2.6153946544185613
2022-12-23,4.050074450686449,1.081571142659776,-2.3188313674221916,2.6153946544185613
2022-12-27,4.157719782949171,0.9963011269209902,-2.2466944597323453,2.6153946544185613
2022-12-28,4.2009884595871725,0.9256643719821678,-2.205275681265642,2.6153946544185613
2022-12-29,4.1459691351621215,1.0342799809999805,-2.2699814495625823,2.6153946544185613
2022-12-30,4.1882843743245814,1.0742345642555602,-2.3059866008321643,2.6153946544185613
2023-01-03,4.1038734448360445,1.162070311797594,-2.4029582938470258,2.6153946544185613
2023-01-04,4.032930674208911,1.269021628225848,-2.624634075316947,2.6153946544185613
2023-01-05,3.9804726605467247,1.3823670666000951,-2.4596684998527776,2.6153946544185613
2023-01-06,3.950047162607383,1.3776595656004245,-3.0310925001315345,2.6153946544185613
2023-01-09,3.958167348123473,1.3474625100430973,-3.122929817413075,2.6153946544185613
2023-01-10,4.043097268632922,1.285045546251629,-3.1081238867573324,2.6153946544185613
2023-01-11,3.9741756523861893,1.3614023494735867,-3.186678084939161,2.6153946544185613
2023-01-12,3.882701051955788,1.4549359685785868,-3.4221616449397856,2.6153946544185613
2023-01-13,3.883539890278832,1.4746855579306009,-3.216464842611795,2.6153946544185613
2023-01-17,3.9464501556586087,1.357247213448097,-3.255949865091368,2.6153946544185613
2023-01-18,3.86540141394678,1.48231528755095,-3.7505929668253564,2.6153946544185613
2023-01-19,3.890956754278741,1.5053353068538575,-3.7432172144772142,2.6153946544185613
2023-01-20,3.9719155139262607,1.41965893420519,-3.633726358134355,2.6153946544185613
2023-01-23,3.977826958949344,1.4333260717333451,-3.499297304655664,2.6153946544185613
2023-01-24,3.900448377979271,1.5168963869189165,-3.502642372171587,2.6153946544185613
2023-01-25,3.922493517153466,1.5040637345124033,-3.6063961839422327,2.6153946544185613
2023-01-26,3.896493941131016,1.5364094052042399,-3.419462271626291,2.6153946544185613
2023-01-27,3.8984923052166005,1.5320601025628624,-3.3207755733019555,2.6153946544185613
2023-01-30,3.89681309437466,1.5309127347481906,-3.1567301794675884,2.6153946544185613
2023-01-31,3.9244206031868885,1.498301983924335,-3.352125069007465,2.6153946544185613
2023-02-01,3.866213288158752,1.5613509708053825,-3.7681648995301495,2.6153946544185613
2023-02-02,3.8619545482387876,1.5461325079384367,-3.708659641635288,2.6153946544185613
2023-02-03,3.857845383061157,1.651766165061854,-3.2310700220970237,2.6153946544185613
2023-02-06,3.816232669895813,1.710573503455305,-2.726298574768657,2.6153946544185613
2023-02-07,3.8643479975135646,1.6650256905083327,-2.6909007349547744,2.6153946544185613
2023-02-08,3.8855532865025584,1.6682837729154374,-2.861919882233562,2.6153946544185613
2023-02-09,3.8973949515328297,1.6629354075954188,-2.7236492318988748,2.6153946544185613
2023-02-10,3.9950512277216186,1.5619667144567244,-2.7293181701698153,2.6153946544185613
2023-02-13,3.9134030230850194,1.6654238167891906,-2.617038381748773,2.6153946544185613
2023-02-14,3.8870742876013584,1.7383855430234636,-2.372579502331883,2.6153946544185613
2023-02-15,3.9994829914226084,1.6754684225944085,-2.517364587886881,2.6153946544185613
2023-02-16,4.042613014848488,1.5658100371423074,-2.426552692758185,2.6153946544185613
2023-02-17,4.023915875830129,1.6215990124053672,-2.5764874953240913,2.6153946544185613
2023-02-21,4.089682650761992,1.5405313318349787,-2.2318312004146788,2.6153946544185613
2023-02-22,4.095444698756648,1.6049057942504725,-2.3527934333923852,2.6153946544185613
2023-02-23,4.039909454911982,1.6560885096945839,-2.357155837229746,2.6153946544185613
2023-02-24,4.073213808956554,1.6539612124692713,-2.1360034398543783,2.6153946544185613
2023-02-27,4.088986396766215,1.653901308617008,-2.3023812005465714,2.6153946544185613
2023-02-28,4.081897274722531,1.6973371940035467,-2.3396106785255784,2.6153946544185613
2023-03-01,4.088617116691484,1.6881937116694845,-1.996821499922401,2.6153946544185613
2023-03-02,4.145599932152609,1.5965116727217168,-1.8669392709992452,2.6153946544185613
2023-03-03,3.9872428954394143,1.7613773666191883,-1.808038251457203,2.6153946544185613
2023-03-06,3.966778622320023,1.746977626210676,-1.7026235127188556,2.6153946544185613
2023-03-07,3.9720985087548932,2.0264542941967156,-2.027392820706811,2.6153946544185613
2023-03-08,3.9485844043831513,2.0977644576704395,-1.970349596417941,2.6153946544185613
2023-03-09,4.026443205680918,1.9529844812351662,-2.4136913904433053,2.6153946544185613
2023-03-10,3.8887741724540152,1.9020503750385762,-2.7484701611661495,2.6153946544185613
2023-03-13,3.971075769408103,1.06681279583988,-2.7176032771368526,2.6153946544185613
2023-03-14,4.015762220520101,1.2173989936368568,-2.731587307234024,2.6153946544185613
2023-03-15,3.9868945712413137,0.9180711777952633,-2.8050500337960274,2.6153946544185613
2023-03-16,3.9111438085245744,1.2309734380498387,-2.5563765738857334,2.6153946544185613
2023-03-17,3.9707603318137634,0.9276813825347298,-3.169056019003431,2.6153946544185613
2023-03-20,3.9917078662507253,0.9499507822026798,-2.890922237678346,2.6153946544185613
2023-03-21,4.010089330512043,1.1752251843961254,-2.7551772678998243,2.6153946544185613
2023-03-22,4.055651900118976,1.0494997797368708,-3.3373209208535775,2.6153946544185613
2023-03-23,4.1064558806902145,0.8539421398964948,-3.746243115069677,2.6153946544185613
2023-03-24,4.068772010618092,0.8304025587516192,-3.546206196045742,2.6153946544185613
2023-03-27,4.149234454349914,0.9395476637188932,-3.3574627802878534,2.6153946544185613
2023-03-28,4.123762372555991,1.0194940436639697,-3.2577954452960634,2.6153946544185613
2023-03-29,4.119786011882514,1.0473603368581648,-3.185048531896049,2.6153946544185613
2023-03-30,4.081202788119477,1.1543371969278042,-3.2571687152954985,2.6153946544185613
2023-03-31,4.022318618795657,1.2278016531334728,-3.3957782640085266,2.6153946544185613
2023-04-03,4.029063411837515,1.2208606702420584,-3.6840238655937325,2.6153946544185613
2023-04-04,4.035804039705658,1.1282413907879272,-3.9735179779598275,2.6153946544185613
2023-04-05,3.9903434743405826,1.1221114946295492,-3.947905309321666,2.6153946544185613
2023-04-06,3.961589296177074,1.1990419573557192,-3.9397587056920673,2.6153946544185613
2023-04-07,3.9878352366057506,1.308273629660548,-3.7892472357275757,2.6153946544185613
2023-04-10,3.999901253296776,1.3058354560953087,-3.7516390897793803,2.6153946544185613
2023-04-11,3.9807795050129067,1.3190716663190991,-3.6231629853126868,2.6153946544185613
2023-04-12,4.056997720112472,1.243901169997574,-4.0062316825479085,2.6153946544185613
2023-04-13,4.096740597498265,1.177964034518747,-3.908496720762083,2.6153946544185613
2023-04-14,4.118418420783549,1.2634032886080135,-3.7888889851942342,2.6153946544185613
2023-04-17,4.167784796876345,1.2523952880397449,-3.6546208270567346,2.6153946544185613
2023-04-18,4.1473123097077895,1.317460082931432,-3.7131461462475177,2.6153946544185613
2023-04-19,4.12715608821167,1.3616488495035033,-3.5887973747231547,2.6153946544185613
2023-04-20,4.120339264281647,1.309973910037367,-3.7625611855199605,2.6153946544185613
2023-04-21,4.15075491891325,1.292607236962771,-3.750675562580965,2.6153946544185613
2023-04-24,4.122304652274009,1.3215684497748281,-3.904672395447161,2.6153946544185613
2023-04-25,4.108981109632404,1.2017666685906776,-4.24769189700341,2.6153946544185613
2023-04-26,4.155088015856092,1.2018032490190584,-4.2957332894997995,2.6153946544185613
2023-04-27,4.171816147829716,1.2997914057096018,-4.024943556453941,2.6153946544185613
2023-04-28,4.086774928050923,1.427917881141569,-4.206874478173158,2.6153946544185613
2023-05-01,4.260064018435511,1.2821939345404516,-4.18068778903234,2.6153946544185613
2023-05-02,4.18507748780665,1.289828226295968,-4.5363990721238485,2.6153946544185613
2023-05-03,4.215906818612984,1.2675278933789857,-4.895602810583215,2.6153946544185613
2023-05-04,4.298377050545393,1.0373248554835166,-5.0722315355380285,2.6153946544185613
2023-05-05,4.275925607088936,1.1682396673049242,-4.792513502542006,2.6153946544185613
2023-05-08,4.346011099217206,1.1543355219596947,-4.73396869281844,2.6153946544185613
2023-05-09,4.368980837150447,1.1485876548926235,-4.768095359477732,2.6153946544185613
2023-05-10,4.377879119458448,1.0942672525662251,-5.1149418509434295,2.6153946544185613
2023-05-11,4.289133369937533,1.1915969052267525,-5.048431959541486,2.6153946544185613
2023-05-12,4.299260783725359,1.2046306577483425,-4.804238319969449,2.6153946544185613
2023-05-15,4.379486120258469,1.1367148251656058,-4.916969944877362,2.6153946544185613
2023-05-16,4.397578985255253,1.1822181603071116,-4.855531948365169,2.6153946544185613
2023-05-17,4.341202970408998,1.2620465350822458,-4.565966380103327,2.6153946544185613
2023-05-18,4.336226396480765,1.340341741953135,-4.287337431670127,2.6153946544185613
2023-05-19,4.367162743242036,1.287617170937878,-4.128784056755184,2.6153946544185613
2023-05-22,4.399007716910008,1.3015899912420585,-4.2194590583305605,2.6153946544185613
2023-05-23,4.3814292125732734,1.363983595078282,-4.27347573554425,2.6153946544185613
2023-05-24,4.390621340365124,1.4385053703541018,-4.300422699135225,2.6153946544185613
2023-05-25,4.35602339516703,1.558179407502195,-3.8680652020991912,2.6153946544185613
2023-05-26,4.281538668411237,1.6737637457158097,-3.739332099506193,2.6153946544185613
2023-05-30,4.281685902350361,1.6805801404009986,-4.177569044572181,2.6153946544185613
2023-05-31,4.246774187365991,1.6828437647183927,-4.304793505108337,2.6153946544185613
2023-06-01,4.239209048220508,1.644209774806145,-4.370506986530226,2.6153946544185613
2023-06-02,4.223987801984271,1.739099757673305,-4.021546432079676,2.6153946544185613
2023-06-05,4.240072304955376,1.6850268150814682,-4.047924638719173,2.6153946544185613
2023-06-06,4.190055917698481,1.7465873295873604,-3.8910840843508097,2.6153946544185613
2023-06-07,4.2607061834454,1.6360298446500945,-3.6629559687765347,2.6153946544185613
2023-06-08,4.202682041193771,1.6975430336861526,-3.7767197612952055,2.6153946544185613
2023-06-09,4.164082505649296,1.7793807581199317,-3.6094218381088967,2.6153946544185613
2023-06-12,4.165094079399721,1.771975920667344,-3.6847435150176278,2.6153946544185613
2023-06-13,4.172828147994579,1.7605026669509083,-3.276864275619886,2.6153946544185613
2023-06-14,4.064359683830408,1.916411476030953,-3.0304924432303997,2.6153946544185613
2023-06-15,4.089999218169368,1.883668918223056,-3.5383265267327375,2.6153946544185613
2023-06-16,4.040693058265932,1.9321576753474914,-3.1870319700329803,2.6153946544185613
2023-06-20,4.014322790012169,1.966139646513371,-3.255550430148944,2.6153946544185613
2023-06-21,3.9948214231320422,2.002279090285821,-3.2828101257257423,2.6153946544185613
2023-06-22,4.0461849924916065,1.9880097729078776,-3.171001366513582,2.6153946544185613
2023-06-23,4.009948439881397,2.0228255141906493,-3.2520970569333745,2.6153946544185613
2023-06-26,4.042289218817163,2.0160102471913013,-3.450983755830066,2.6153946544185613
2023-06-27,4.012226557982457,2.098435851997022,-3.262341606619046,2.6153946544185613
2023-06-28,3.998432726430316,2.128596630027822,-3.4575970643076044,2.6153946544185613
2023-06-29,4.121905766545149,2.065556668221821,-3.192915595768099,2.6153946544185613
2023-06-30,4.072270206640746,2.1935330937563307,-3.3304144165642877,2.6153946544185613
2023-07-03,4.051460643113351,2.2100265296753463,-3.0598603680294882,2.6153946544185613
2023-07-05,4.13838174853928,2.041846528751834,-2.903690992160129,2.6153946544185613
2023-07-06,4.161954040649173,1.9598099281288917,-2.484999815113306,2.6153946544185613
2023-07-07,4.237135702257256,1.842912010973432,-2.630351337432926,2.6153946544185613
2023-07-10,4.266795430643603,1.7652247735081352,-2.9207718475801525,2.6153946544185613
2023-07-11,4.2403850672480585,1.830320624260878,-2.9588361146596442,2.6153946544185613
2023-07-12,4.178908118913406,1.8340659876013916,-3.2757655437439053,2.6153946544185613
2023-07-13,4.1879567351501095,1.7883050424867508,-3.704486802926551,2.6153946544185613
2023-07-14,4.141494894023868,1.902159458980515,-3.3696572510874074,2.6153946544185613
2023-07-17,4.163829201179797,1.8921423616732524,-3.510611636937275,2.6153946544185613
2023-07-18,4.12095705624084,1.9392002715496632,-3.4641084670850044,2.6153946544185613
2023-07-19,4.036510355216617,2.0457380835718446,-3.4315096466612784,2.6153946544185613
2023-07-20,4.075986031072081,1.9769108994322577,-3.1078532121560176,2.6153946544185613
2023-07-21,4.077398847183478,1.99160720463574,-3.1198643529380203,2.6153946544185613
2023-07-24,4.126380919194048,1.983287463751083,-3.163481357425773,2.6153946544185613
2023-07-25,4.133520992804328,1.9671547718765312,-2.9844970248436584,2.6153946544185613
2023-07-26,4.16294782976705,1.9692473475228491,-3.2797118691406406,2.6153946544185613
2023-07-27,4.256987951896379,1.8362145042061435,-2.9338419999072567,2.6153946544185613
2023-07-28,4.2975768316534,1.8320082902682957,-3.30878952609515,2.6153946544185613
2023-07-31,4.257705711939094,1.8343916861229324,-3.146392667004389,2.6153946544185613
2023-08-01,4.382084867704713,1.7502845074981055,-3.2518844238189177,2.6153946544185613
2023-08-02,4.455411964110869,1.6148522652836572,-3.304111141863807,2.6153946544185613
2023-08-03,4.541925013792177,1.4385879999291573,-3.0451245509975116,2.6153946544185613
2023-08-04,4.486903767766944,1.5039265478817148,-3.487548739692918,2.6153946544185613
2023-08-07,4.578850916810088,1.41733735026445,-3.6258386864256944,2.6153946544185613
2023-08-08,4.511225113880084,1.514007594284121,-3.744477232292414,2.6153946544185613
2023-08-09,4.45912619769693,1.5984327756269487,-3.627555843940516,2.6153946544185613
2023-08-10,4.536576912877175,1.4761512725077977,-3.4357412025385545,2.6153946544185613
2023-08-11,4.509554473504833,1.4635669256151598,-2.9994700545954163,2.6153946544185613
2023-08-14,4.467048638794077,1.5227999668609742,-2.797540478736208,2.6153946544185613
2023-08-15,4.527709404322135,1.4327413001294296,-2.8399279337310523,2.6153946544185613
2023-08-16,4.563227575559751,1.3802920328756394,-2.6795012713290283,2.6153946544185613
2023-08-17,4.625361238794489,1.2784285081177948,-2.7263317897857258,2.6153946544185613
2023-08-18,4.6053010521964115,1.3014476783265865,-2.8241701407542363,2.6153946544185613
2023-08-21,4.666836090652861,1.2406967076014386,-2.6713008892070573,2.6153946544185613
2023-08-22,4.668093341533538,1.306629219715933,-2.6896155454851454,2.6153946544185613
2023-08-23,4.455308023889181,1.4737806032957992,-2.6387292209686035,2.6153946544185613
2023-08-24,4.473447515821528,1.4898717766937293,-2.599151791922698,2.6153946544185613
2023-08-25,4.456306571600893,1.5394209956860392,-2.4981820650208695,2.6153946544185613
2023-08-28,4.463263935686161,1.5596977333310338,-2.705765090646007,2.6153946544185613
2023-08-29,4.457508463707991,1.5314444370121598,-3.026719546301202,2.6153946544185613
2023-08-30,4.4618157235192015,1.5255555142487132,-2.9982929010790076,2.6153946544185613
2023-08-31,4.44996537228806,1.547292526119936,-3.1211579640811915,2.6153946544185613
2023-09-01,4.549577375807223,1.392016300093149,-3.01434400130453,2.6153946544185613
2023-09-05,4.608870741502314,1.3729629791630535,-2.9115781425611487,2.6153946544185613
2023-09-06,4.627398241804809,1.4257353842301557,-2.8548394119486233,2.6153946544185613
2023-09-07,4.577746139323346,1.3880691058112933,-2.8100261274574887,2.6153946544185613
2023-09-08,4.528921050021207,1.442503171959058,-2.6992443895126224,2.6153946544185613
2023-09-11,4.5870833482452085,1.3844838111182094,-2.7762647962211138,2.6153946544185613
2023-09-12,4.539125292663883,1.4499147203364924,-2.702132977715573,2.6153946544185613
2023-09-13,4.544571131754779,1.443445601876188,-2.792758856518286,2.6153946544185613
2023-09-14,4.592266610021771,1.3935246422478271,-2.7643155132573463,2.6153946544185613
2023-09-15,4.6915079056241895,1.3384687638244614,-2.904004304122613,2.6153946544185613
2023-09-18,4.652338172523354,1.3980946492637034,-2.8332046157497217,2.6153946544185613
2023-09-19,4.700708133973152,1.3787361364792445,-2.8192667373791487,2.6153946544185613
2023-09-20,4.64689007750392,1.4666668330323862,-2.7635340289546946,2.6153946544185613
2023-09-21,4.824483018528307,1.172268868150759,-2.584247936678015,2.6153946544185613
2023-09-22,4.794208532401951,1.211629500625961,-2.685286156081667,2.6153946544185613
2023-09-25,4.990560892255833,0.9975974085399302,-2.835125270347392,2.6153946544185613
2023-09-26,5.038753198171127,0.9582242162011425,-2.9138486073455856,2.6153946544185613
2023-09-27,5.055384676701846,0.9464996598514221,-2.729399440620442,2.6153946544185613
2023-09-28,5.0673628629119385,0.8853742588422282,-2.845623564903165,2.6153946544185613
2023-09-29,5.108172814954404,0.8491862995054136,-2.9828933028807496,2.6153946544185613
2023-10-02,5.148563725821361,0.7713389221648285,-2.662556314699334,2.6153946544185613
2023-10-03,5.309856752689068,0.5818112695182932,-2.609212794822568,2.6153946544185613
2023-10-04,5.252675456217933,0.5830832164843067,-2.7296244396504346,2.6153946544185613
2023-10-05,5.291332502716836,0.532404519321531,-2.866919816957097,2.6153946544185613
2023-10-06,5.273177362126597,0.513287465145144,-2.550471051779877,2.6153946544185613
2023-10-10,5.213575126786411,0.5516314067284744,-2.826917687664077,2.6153946544185613
2023-10-11,5.037807152233234,0.7552122431278859,-2.655766812540288,2.6153946544185613
2023-10-12,5.240991108105599,0.6023744626466947,-2.7743536631380477,2.6153946544185613
2023-10-13,5.142876260633679,0.7090673759785457,-2.775295028673002,2.6153946544185613
2023-10-16,5.235496577408791,0.5991178525122871,-2.6778516874009024,2.6153946544185613
2023-10-17,5.231655977231391,0.5857783040753537,-2.162353233953553,2.6153946544185613
2023-10-18,5.254171261861943,0.4698597708243989,-1.8615205021363292,2.6153946544185613
2023-10-19,5.409584302761271,0.2176998604953264,-1.89927696574707,2.6153946544185613
2023-10-20,5.461231541486037,0.1762407911311259,-2.2993909204062413,2.6153946544185613
2023-10-23,5.377163347196867,0.3009784936420655,-2.412978161655131,2.6153946544185613
2023-10-24,5.273458998373601,0.40917650577814524,-2.187015126958312,2.6153946544185613
2023-10-25,5.41264758476485,0.24969861686454992,-2.089081471708612,2.6153946544185613
2023-10-26,5.358320419213543,0.30570817846301734,-2.3205354429511003,2.6153946544185613
2023-10-27,5.4220732236364615,0.2547746566062056,-2.6017802777930052,2.6153946544185613
2023-10-30,5.407455478539551,0.2485636190456887,-2.4114769154488296,2.6153946544185613
2023-10-31,5.384882909399995,0.3012671659744651,-2.3708539987704023,2.6153946544185613
2023-11-01,5.376417864694624,0.3120069480719516,-2.847549241557325,2.6153946544185613
2023-11-02,5.157103302971078,0.56943393604195,-2.6066192495480216,2.6153946544185613
