core_scale,worst_scenario,worst_loss_mm,worst_loss_to_Tier1_pct
0.8,parallel_up,28.958961776295183,17.034683397820697
1.0,parallel_up,24.82492921600243,14.602899538824959
1.2,parallel_up,21.706610719057153,12.768594540621855
