Date,beta0,beta1,beta2,beta3,lambda1,lambda2
2025-09-15,5.064042649255171,-1.0211781388384558,-15.397403433782143,12.703302242045778,3.706451383335924,4.337050916282996
2025-09-16,5.04238034333125,-1.0307127963961138,-15.491656440328473,12.847584847871664,3.706451383335924,4.337050916282996
2025-09-17,5.072744692131238,-1.0799998283117132,-14.486079995859686,11.90713543361298,3.706451383335924,4.337050916282996
2025-09-18,5.142576879112007,-1.1530235399647588,-14.315766361888564,11.790751746926881,3.706451383335924,4.337050916282996
2025-09-19,5.1567082790552465,-1.1750176673775288,-14.414796287830747,11.954546709722724,3.706451383335924,4.337050916282996
2025-09-22,5.152297310759032,-1.150422848102004,-14.642343706879863,12.21666181970697,3.706451383335924,4.337050916282996
2025-09-23,5.118057839176028,-1.1151255253162395,-14.685786252184757,12.222412820273757,3.706451383335924,4.337050916282996
2025-09-24,5.166443297501963,-1.1707762996179696,-13.786674791211142,11.371205934018217,3.706451383335924,4.337050916282996
2025-09-25,5.11707198342815,-1.0830062553958448,-13.446118797814442,11.181500168293779,3.706451383335924,4.337050916282996
2025-09-26,5.140053261191199,-1.1429574847746977,-13.195572800986731,11.002097821535756,3.706451383335924,4.337050916282996
2025-09-29,5.074921522635799,-1.0797972793608532,-13.087017784082638,10.879176386371926,3.706451383335924,4.337050916282996
2025-09-30,5.150085194101112,-1.1967076821748264,-12.608403820610121,10.324783160204714,3.706451383335924,4.337050916282996
2025-10-01,5.1740865289358595,-1.2653094767458892,-12.78118687819124,10.365597409903977,3.706451383335924,4.337050916282996
2025-10-02,5.159657929946205,-1.2531561688274075,-12.415457432057634,9.971846733797047,3.706451383335924,4.337050916282996
2025-10-03,5.167769349888551,-1.2669442384524863,-11.938157850355074,9.623198673257615,3.706451383335924,4.337050916282996
2025-10-06,5.200827665588859,-1.2964901100289605,-12.165576708238303,9.931659766378905,3.706451383335924,4.337050916282996
2025-10-07,5.152464979428104,-1.2399746294355776,-12.72611737644464,10.430231260529,3.706451383335924,4.337050916282996
2025-10-08,5.157339152713273,-1.2432497109272989,-12.201830241770887,9.921600687862837,3.706451383335924,4.337050916282996
2025-10-09,5.154347361111007,-1.2439885865948823,-12.086078209668349,9.854877438252249,3.706451383335924,4.337050916282996
2025-10-10,5.067359940664332,-1.2000997460229321,-12.118359279220051,9.79661250472588,3.706451383335924,4.337050916282996
